1,28,10307
2,28,10311
3,28,12487
4,31,12559
5,32,12695
6,32,12703
7,32,18715
8,33,10311
9,33,12387
10,33,12515
11,33,12691
12,33,12695
13,33,12699
14,33,12703
15,33,12823
16,33,12831
17,33,12847
18,33,18595
19,33,18679
20,33,18751
21,34,10291
22,34,12523
23,34,12531
24,34,12535
25,34,12883
26,36,12523
27,36,12539
28,36,12803
29,36,12819
30,38,12819
31,39,12471
32,39,12491
33,39,12531
34,39,12535
35,39,12567
36,39,12663
37,39,12667
38,39,12823
39,39,18447
40,39,18507
41,39,18691
42,40,12487
43,41,12547
44,41,12815
45,41,12895
46,42,12527
47,42,12799
48,42,12807
49,42,12819
50,42,12879
51,43,12807
52,44,12875
53,45,12407
54,45,12507
55,45,12519
56,45,12547
57,51,12479
58,51,12483
59,51,12487
60,51,12527
61,51,12535
62,51,12539
63,51,12555
64,51,12715
65,51,12723
66,51,18447
67,51,18619
68,51,18691
69,51,18815
70,51,18819
71,51,18831
72,53,12403
73,54,12875
74,55,12371
75,55,12419
76,56,12823
77,57,18547
78,57,18587
79,57,18735
80,58,12523
81,60,12459
82,60,12523
83,60,12531
84,60,12559
85,60,12663
86,60,12667
87,60,12687
88,60,12847
89,60,12851
90,61,12621
91,61,12647
92,61,12667
93,61,12807
94,61,18707
95,61,18715
96,61,18747
97,61,18755
98,61,18763
99,61,18767
100,62,12647
101,63,12395
102,63,12403
103,63,12431
104,63,12447
105,63,12451
106,63,12515
107,63,12679
108,63,12715
109,63,12727
110,63,18431
111,64,12511
112,64,12627
113,64,18507
114,64,18755
115,65,12559
116,66,12663
117,67,12647
118,69,12299
119,69,12355
120,69,12367
121,69,12395
122,69,12419
123,69,12431
124,69,12435
125,69,12443
126,71,12403
127,71,12411
128,71,18547
129,71,18619
130,72,10877
131,72,12399
132,73,18547
133,74,10849
134,74,12431
135,74,12663
136,74,12743
137,74,12747
138,74,12751
139,75,12895
140,76,12463
141,80,12299
142,80,12395
143,80,12399
144,80,12403
145,80,12443
146,83,12327
147,83,12351
148,83,12355
149,83,12655
150,83,12723
151,83,12727
152,83,12803
153,83,12895
154,84,12663
155,88,12403
156,95,12567
157,99,12621
158,101,12503
159,105,12895
160,106,10849
161,106,18471
162,109,12403
163,109,12895
164,109,18691
165,112,10307
166,113,12621
167,113,12775
168,114,12875
169,115,12403
170,116,12895
171,118,10315
172,118,10829
173,118,10837
174,118,12819
175,118,12823
176,118,18507
177,118,18627
178,118,18675
179,118,18735
180,121,12495
181,121,12895
182,122,12823
183,128,18423
184,130,12695
185,136,12555
186,140,12627
187,144,12555
188,145,18615
189,145,18619
190,145,18743
191,145,18747
192,145,18751
193,145,18755
194,145,18759
195,145,18763
196,145,18767
197,147,10315
198,147,10837
199,147,10853
200,147,12411
201,147,12555
202,147,18723
203,147,18727
204,147,18731
205,149,18439
206,149,18443
207,149,18447
208,149,18451
209,149,18455
210,149,18459
211,149,18855
212,153,12591
213,154,12695
214,154,12703
215,155,12447
216,155,12555
217,155,12727
218,155,18527
219,155,18559
220,155,18691
221,155,18723
222,155,18735
223,155,18871
224,155,27385
225,157,12591
226,158,12439
227,161,12547
228,162,12591
229,164,12663
230,164,18787
231,165,12547
232,167,12431
233,169,12547
234,171,12547
235,173,10311
236,173,18651
237,173,18871
238,173,18879
239,174,18723
240,174,18787
241,174,18871
242,175,12419
243,175,12503
244,175,12567
245,175,12831
246,175,18635
247,175,18723
248,175,18787
249,177,10303
250,177,10311
251,177,10319
252,177,10323
253,177,10339
254,177,10343
255,177,10829
256,177,10833
257,177,10837
258,177,10849
259,177,10853
260,177,10857
261,177,10861
262,177,10865
263,177,10869
264,177,12323
265,177,12471
266,177,12475
267,177,12487
268,177,12571
269,177,12575
270,177,12647
271,177,12651
272,177,12655
273,177,12659
274,177,12667
275,177,12671
276,177,12679
277,177,12699
278,177,12703
279,177,12711
280,177,12715
281,177,12719
282,177,12735
283,177,12739
284,177,12743
285,177,12759
286,177,12763
287,177,12779
288,177,12799
289,177,12827
290,177,12835
291,177,12839
292,177,12847
293,177,12851
294,177,12859
295,177,12863
296,177,12867
297,177,12875
298,177,12883
299,177,12887
300,177,18415
301,177,18707
302,182,10881
303,182,12663
304,182,18431
305,182,18647
306,182,18831
307,183,12675
308,185,18707
309,185,18863
310,189,10291
311,189,10295
312,189,10299
313,189,10307
314,189,10327
315,189,10331
316,189,12663
317,189,12679
318,189,12683
319,189,12695
320,189,12699
321,189,12703
322,189,12799
323,189,12819
324,189,12823
325,189,12827
326,189,12831
327,189,12879
328,189,12895
329,190,12875
330,191,18547
331,191,18863
332,192,18707
333,194,12627
334,194,12631
335,196,10829
336,196,10833
337,198,12547
338,199,12411
339,199,12503
340,200,12431
341,205,12431
342,205,18523
343,206,12507
344,206,12567
345,206,18507
346,206,18523
347,206,18567
348,206,18595
349,206,18635
350,206,18799
351,206,18811
352,210,12547
353,211,12551
354,213,12515
355,214,18675
356,214,18683
357,216,12355
358,216,12607
359,219,10291
360,219,10295
361,219,10299
362,219,10307
363,219,10315
364,219,10327
365,219,10331
366,219,10335
367,219,12523
368,219,12527
369,219,12531
370,219,12631
371,219,12695
372,220,10311
373,220,10315
374,220,12487
375,220,12523
376,221,12559
377,221,12567
378,222,18787
379,222,18871
380,222,18879
381,224,12487
382,225,12547
383,228,10295
384,228,12691
385,229,12559
386,232,12627
387,232,18459
388,240,20807
389,242,12559
390,243,12659
391,244,12655
392,244,12695
393,247,12559
394,247,12567
395,248,10327
396,248,10331
397,248,10335
398,248,12531
399,248,12687
400,248,12691
401,248,12795
402,248,12803
403,248,12815
404,248,12819
405,248,12831
406,249,12491
407,250,12559
408,251,12559
409,255,12551
410,260,12559
411,261,12403
412,262,12479
413,262,12627
414,262,12683
415,262,12687
416,262,12795
417,262,12803
418,262,12815
419,262,12831
420,264,12343
421,264,12347
422,264,12351
423,264,12355
424,264,12559
425,264,12711
426,264,12723
427,264,12727
428,264,12883
429,264,18563
430,265,12851
431,266,12567
432,268,10295
433,268,10307
434,268,10311
435,268,12663
436,268,12667
437,268,12683
438,269,12579
439,271,10307
440,271,12663
441,273,18707
442,276,10311
443,276,10861
444,276,12479
445,276,12483
446,276,12487
447,276,12491
448,276,12663
449,276,12759
450,276,18619
451,276,18847
452,276,18863
453,276,18871
454,278,12621
455,279,10303
456,279,10311
457,279,10319
458,279,10323
459,279,10339
460,279,10343
461,279,10829
462,279,10833
463,279,10837
464,279,10841
465,279,10845
466,279,10849
467,279,10853
468,279,10857
469,279,10861
470,279,10865
471,279,10869
472,279,10877
473,279,10881
474,279,12323
475,279,12327
476,279,12331
477,279,12335
478,279,12343
479,279,12347
480,279,12351
481,279,12355
482,279,12431
483,279,12471
484,279,12475
485,279,12487
486,279,12547
487,279,12551
488,279,12555
489,279,12559
490,279,12563
491,279,12567
492,279,12571
493,279,12575
494,279,12579
495,279,12583
496,279,12587
497,279,12591
498,279,12595
499,279,12621
500,279,12647
501,279,12651
502,279,12655
503,279,12659
504,279,12667
505,279,12671
506,279,12679
507,279,12699
508,279,12703
509,279,12711
510,279,12715
511,279,12719
512,279,12735
513,279,12739
514,279,12743
515,279,12759
516,279,12763
517,279,12779
518,279,12799
519,279,12823
520,279,12827
521,279,12835
522,279,12839
523,279,12847
524,279,12851
525,279,12859
526,279,12863
527,279,12867
528,279,12875
529,279,12883
530,279,12887
531,279,12891
532,279,12895
533,284,12551
534,284,12559
535,285,18575
536,285,18787
537,285,18863
538,286,18871
539,290,18827
540,290,18831
541,291,12775
542,296,10295
543,296,10307
544,296,10315
545,296,12399
546,296,12559
547,296,12811
548,296,12847
549,296,18779
550,299,12403
551,299,12495
552,299,12503
553,299,12663
554,300,10295
555,300,10307
556,300,10311
557,300,10315
558,300,10849
559,300,10877
560,300,12347
561,300,12463
562,300,12487
563,300,12495
564,300,12515
565,300,12523
566,300,12531
567,300,12551
568,300,12567
569,300,12627
570,300,12655
571,300,12691
572,300,12695
573,300,12823
574,300,12831
575,300,12895
576,300,12907
577,300,18511
578,303,10295
579,303,10307
580,303,10311
581,303,10315
582,303,10857
583,303,10861
584,303,12531
585,303,12647
586,303,12651
587,303,12655
588,303,12667
589,303,12671
590,303,12723
591,303,12739
592,303,12747
593,303,12807
594,303,12819
595,303,12823
596,303,12847
597,303,12867
598,303,18479
599,303,18487
600,303,18499
601,303,18611
602,303,18643
603,303,18671
604,303,18675
605,303,18727
606,303,18751
607,303,18831
608,303,18863
609,305,12715
610,310,12351
611,310,12847
612,311,12487
613,311,12675
614,312,12567
615,313,10303
616,313,10857
617,313,10861
618,313,10865
619,313,12607
620,313,12611
621,313,12615
622,313,12715
623,313,12719
624,313,12723
625,313,12727
626,313,12731
627,313,12735
628,313,12739
629,313,12743
630,313,12747
631,313,12751
632,313,12755
633,313,12759
634,313,12763
635,313,12767
636,313,12771
637,313,12775
638,313,12779
639,313,12783
640,313,12787
641,314,10857
642,314,10865
643,314,12479
644,314,12483
645,314,12487
646,314,12491
647,314,12603
648,314,12607
649,314,12621
650,314,12683
651,314,12695
652,314,12699
653,314,12703
654,314,12823
655,314,12867
656,314,18787
657,316,18683
658,316,18695
659,317,18619
660,317,18787
661,318,12591
662,320,12463
663,320,12479
664,320,12483
665,320,12487
666,320,18863
667,321,12483
668,321,12491
669,321,12663
670,321,12667
671,321,12671
672,323,12727
673,324,10311
674,324,10323
675,324,12479
676,324,12483
677,324,12487
678,325,12483
679,325,12487
680,325,18627
681,325,18651
682,325,18787
683,327,18423
684,327,18427
685,327,18431
686,327,18443
687,327,18447
688,327,18451
689,327,18455
690,327,18459
691,327,18511
692,327,18515
693,327,18519
694,327,18527
695,327,18535
696,327,18539
697,327,18543
698,327,18551
699,327,18555
700,327,18559
701,327,18563
702,327,18567
703,327,18571
704,327,18575
705,327,18579
706,327,18595
707,327,18603
708,327,18615
709,327,18619
710,327,18627
711,327,18631
712,327,18635
713,327,18639
714,327,18643
715,327,18647
716,327,18651
717,327,18655
718,327,18659
719,327,18663
720,327,18675
721,327,18683
722,327,18691
723,327,18695
724,327,18699
725,327,18703
726,327,18707
727,327,18711
728,327,18715
729,327,18719
730,327,18723
731,327,18727
732,327,18731
733,327,18735
734,327,18743
735,327,18747
736,327,18751
737,327,18755
738,327,18759
739,327,18763
740,327,18767
741,327,18795
742,327,18799
743,327,18807
744,327,18847
745,327,18855
746,327,20807
747,327,27385
748,327,27389
749,329,10315
750,331,12399
751,331,12503
752,331,18787
753,331,18831
754,332,18831
755,334,12459
756,334,12523
757,334,12531
758,335,12451
759,335,12621
760,335,12663
761,335,12847
762,335,18419
763,335,18447
764,335,18455
765,335,18547
766,335,18611
767,335,18619
768,335,18675
769,335,18707
770,335,18795
771,335,18855
772,335,18863
773,336,12739
774,336,12835
775,336,12847
776,336,18419
777,336,18535
778,336,18611
779,336,18651
780,336,18855
781,336,20803
782,337,12451
783,337,12783
784,337,18831
785,338,18619
786,339,18863
787,341,18639
788,346,12431
789,347,12403
790,347,12411
791,347,12487
792,348,10311
793,348,12607
794,351,12451
795,351,12751
796,352,12879
797,353,12411
798,353,12515
799,357,10311
800,357,12355
801,357,12699
802,357,12895
803,358,10311
804,358,12479
805,358,12483
806,358,12487
807,358,12507
808,358,12643
809,358,12659
810,360,10295
811,360,10307
812,360,12447
813,360,12495
814,360,18691
815,360,18879
816,361,12483
817,361,12555
818,361,18871
819,363,12567
820,364,12411
821,368,10307
822,368,12411
823,368,12663
824,368,12679
825,368,12895
826,372,12431
827,373,12847
828,374,12621
829,374,18855
830,376,12355
831,377,12579
832,379,12511
833,385,12559
834,385,12683
835,385,12719
836,385,12731
837,385,12759
838,385,12819
839,387,18691
840,390,12371
841,390,12691
842,400,12299
843,400,12371
844,400,12395
845,400,12419
846,400,12439
847,407,10291
848,407,10295
849,407,10299
850,407,10303
